ID	Icd1	Icd2	DiagnosisText	Comments	YearStart	YearEnd	DateIn	UserIn	DateOut	UserOut
353	3A200		Autoimmune haemolytic anaemia		2023	9999	13/10/2023	PH		
354	3A4Z		Haemolytic anaemia		2023	9999	13/10/2023	PH		
355	3A510		Sickle cell trait		2023	9999	13/10/2023	PH		
356	3A511		SCD		2023	9999	13/10/2023	PH		
357	3A511		Sickle cell anaemia		2023	9999	13/10/2023	PH		
358	3A511		Sickle cell disease		2023	9999	13/10/2023	PH		
359	3A700		Fanconi's anaemia		2023	9999	13/10/2023	PH		
360	3A70Z		Aplastic anaemia		2023	9999	13/10/2023	PH		
361	3A70Z		Bone marrow failure		2023	9999	13/10/2023	PH		
362	3A70Z		Pancytopenia		2023	9999	13/10/2023	PH		
363	3A70Z&XS25		Severe aplastic anaemia		2023	9999	13/10/2023	PH		
364	3A71Z		Anaemia chronic disease		2023	9999	14/12/2023	PH		
365	3A71Z		Anaemia of chronic disease		2023	9999	13/10/2023	PH	14/12/2023	PH
366	3A8Z		Polycythaemia		2023	9999	13/10/2023	PH		
367	3A9Z		Anaemia		2023	9999	13/10/2023	PH		
368	3A9Z&XS25		Severe anaemia		2023	9999	13/10/2023	PH		
369	3B100		Haemophilia		2023	9999	13/10/2023	PH		
370	3B100		Haemophilia A		2023	9999	13/10/2023	PH		
371	3B20		Disseminated intravascular coagulation		2023	9999	13/10/2023	PH		
372	3B20		Disseminated intravascular coagulopathy		2023	9999	13/10/2023	PH		
373	3B22		Acquired haemophilia		2023	9999	13/10/2023	PH		
374	3B2Y		Heyde's syndrome		2023	9999	13/10/2023	PH		
375	3B4Z		Coagulopathy		2023	9999	13/10/2023	PH		
376	3B631Z		Essential thrombocythaemia		2023	9999	13/10/2023	PH		
377	3B631Z		Essential thrombocytosis		2023	9999	13/10/2023	PH		
378	3B631Z		Thrombocythaemia		2023	9999	13/10/2023	PH		
379	3B6410&XB5F		Idiopathic Thrombocytopenia		2023	9999	13/10/2023	PH		
380	3B6410&XB5F		Idiopathic Thrombocytopenic Purpura		2023	9999	13/10/2023	PH		
381	3B64Z		Immune thrombocytopenia		2023	9999	13/10/2023	PH		
382	3B64Z		Thrombocytopenia		2023	9999	13/10/2023	PH		
383	3B65		Thrombotic microangiopathy		2023	9999	13/10/2023	PH		
384	3B816		Splenic infarction		2023	9999	13/10/2023	PH		
385	3B8171		Splenic abscess		2023	9999	21/11/2023	PH		
386	4A0123		Haemophagocytic lymphohistiocytosis		2023	9999	13/10/2023	PH		
387	4A400Y		Lupus nephritis		2023	9999	13/10/2023	PH		
388	4A400Z		Lupus		2023	9999	13/10/2023	PH		
389	4A400Z		Systemic lupus erythematosus		2023	9999	13/10/2023	PH		
390	4A410Z		Dermatomyositis		2023	9999	13/10/2023	PH		
391	4A411Z		Polymyositis		2023	9999	13/10/2023	PH		
392	4A4120		Inclusion body myositis		2023	9999	13/10/2023	PH		
393	4A42Z		Scleroderma		2023	9999	13/10/2023	PH		
394	4A42Z		Systemic sclerosis		2023	9999	13/10/2023	PH		
395	4A432Z		Sjogren syndrome		2023	9999	13/10/2023	PH		
396	4A433		Mixed connective tissue disease		2023	9999	21/11/2023	PH		
397	4A43Y		Antisynthetase syndrome		2023	9999	13/10/2023	PH		
398	4A442		Giant cell arteritis		2023	9999	13/10/2023	PH		
399	4A444		Polyangiitis		2023	9999	13/10/2023	PH		
400	4A448		Buerger disease		2023	9999	13/10/2023	PH		
401	4A44A0		Microscopic polyangiitis		2023	9999	13/10/2023	PH		
402	4A44A1		Granulomatosis polyangiitis		2023	9999	13/10/2023	PH		
403	4A44A1		Wegener's granulomatosis		2023	9999	13/10/2023	PH		
404	4A44AZ		Anca positive vasculitis		2023	9999	13/10/2023	PH		
405	4A44AZ		Anca vasculitis		2023	9999	13/10/2023	PH		
406	4A44Y		Large vessel vasculitis		2023	9999	13/10/2023	PH		
407	4A44Z		Vasculitis		2023	9999	13/10/2023	PH		
408	4A45Z		Anti phospholipid syndrome		2023	9999	13/10/2023	PH		
409	4A45Z		Antiphospholipid syndrome		2023	9999	13/10/2023	PH		
410	4A45Z		Anti-phospholipid syndrome		2023	9999	13/10/2023	PH		
411	4B000Z	1G40	Neutropaenic sepsis		2023	9999	13/10/2023	PH		
412	4B000Z	1G40	Neutropenic sepsis		2023	9999	13/10/2023	MF		
413	4B000Z		Neutropenia		2023	9999	13/10/2023	PH		
414	4B200		Pulmonary sarcoidosis		2023	9999	13/10/2023	PH		
415	4B20Z		Sarcoidosis		2023	9999	13/10/2023	PH		
416	4B24Y		Gut graft versus host disease		2023	9999	13/10/2023	PH		
417	4B24Z		Graft versus host disease		2023	9999	13/10/2023	PH		
418	4B24Z		Graft vs host disease		2023	9999	13/10/2023	PH		
419	5A002Z		Acquired hypothyroidism		2023	9999	13/10/2023	PH		
420	5A00Z		Hypothyroid		2023	9999	13/10/2023	PH		
421	5A00Z		Hypothyroidism		2023	9999	13/10/2023	PH		
422	5A020		Graves disease		2023	9999	13/10/2023	PH		
423	5A02Z		Hyperthyroidism		2023	9999	13/10/2023	PH		
424	5A02Z		Thyrotoxicosis		2023	9999	13/10/2023	PH		
425	5A10		Diabetes mellitus type 1		2023	9999	13/10/2023	PH		
426	5A10		Insulin dependent diabetes		2023	9999	13/10/2023	PH		
427	5A10		Insulin dependent diabetes mellitus		2023	9999	13/10/2023	PH		
428	5A10		Insulin-dependent diabetes mellitus		2023	9999	13/10/2023	PH		
429	5A10		Type 1 diabetes		2023	9999	13/10/2023	PH		
430	5A10		Type 1 diabetes mellitus		2023	9999	13/10/2023	PH		
431	5A11		Diabetes (type 2)		2023	9999	13/10/2023	PH		
432	5A11		Diabetes mellitus type 2		2023	9999	13/10/2023	PH		
433	5A11		Diabetes type 2		2023	9999	13/10/2023	PH		
434	5A11		DM2		2023	9999	13/10/2023	PH		
435	5A11		Non insulin dependent diabetes		2023	9999	13/10/2023	PH		
436	5A11		Non insulin dependent diabetes mellitus		2023	9999	13/10/2023	PH		
437	5A11		T2DM		2023	9999	13/10/2023	PH		
438	5A11		Type 2 diabetes		2023	9999	13/10/2023	PH		
439	5A11		Type 2 diabetes mellitus		2023	9999	13/10/2023	PH		
440	5A11		Type 2 DM		2023	9999	13/10/2023	PH		
441	5A14		Diabetes		2023	9999	13/10/2023	PH		
442	5A14		Diabetes mellitus		2023	9999	13/10/2023	PH		
443	5A200		Hyperglycaemic hyperosmolar state		2023	9999	13/10/2023	PH		
444	5A200		Hyperosmolar hyperglycaemic		2023	9999	13/10/2023	PH		
445	5A200		Hyperosmolar hyperglycaemic state		2023	9999	13/10/2023	PH		
446	5A220		Diabetes ketoacidosis		2023	9999	13/10/2023	PH		
447	5A220		Diabetic keto acidosis		2023	9999	13/10/2023	PH		
448	5A220		Diabetic ketoacidosis		2023	9999	13/10/2023	PH		
449	5A220&XS25		Severe diabetic ketoacidosis		2023	9999	13/10/2023	PH		
450	5A24		Poorly controlled diabetes		2023	9999	13/10/2023	PH		
451	5A24		Poorly controlled diabetes mellitus		2023	9999	13/10/2023	PH		
452	5A40Z		Prediabetes		2023	9999	13/10/2023	PH		
453	5A41	8E4Y	Hypoglycaemic brain injury		2023	9999	13/10/2023	PH		
454	5A41		Hypoglycaemia		2023	9999	13/10/2023	PH		
455	5A44		Metabolic syndrome		2023	9999	13/10/2023	PH		
456	5A510		Primary hyperparathyroidism		2023	9999	13/10/2023	PH		
457	5A51Z		Hyperparathyroidism		2023	9999	13/10/2023	PH		
458	5A602Z		Syndrome inappropriate antidiuretic hormone secretion		2023	9999	14/12/2023	PH		
459	5A602Z		Syndrome of inappropriate antidiuretic hormone secretion		2023	9999	13/10/2023	PH	14/12/2023	PH
460	5A610		Hypopituitarism		2023	9999	13/10/2023	PH		
461	5A610		Panhypopituitarism		2023	9999	13/10/2023	PH		
462	5A740		Addison disease		2023	9999	13/10/2023	PH		
463	5A741		Addisonian crisis		2023	9999	13/10/2023	PH		
464	5A74Z		Adrenal insufficiency		2023	9999	13/10/2023	PH		
465	5A75		Phaeochromocytoma		2023	9999	13/10/2023	PH		
466	5B54		Low body mass index		2023	9999	30/11/2023	PH		
467	5B5A10		Wernicke encephalopathy		2023	9999	13/10/2023	PH		
468	5B5A11		Korsakoff dementia		2023	9999	13/10/2023	PH		
469	5B5A11		Korsakoff psychosis		2023	9999	13/10/2023	PH		
470	5B5A11		Korsakoff syndrome		2023	9999	13/10/2023	PH		
471	5B5A1Z		Wernicke-Korsakoff syndrome		2023	9999	13/10/2023	PH		
472	5B5K0		Iron deficiency		2023	9999	09/11/2023	PH		
473	5B7Z		Malnutrition		2023	9999	13/10/2023	PH		
474	5B7Z		Nutritional deficiency		2023	9999	13/10/2023	PH		
475	5B8101&XS2B		Morbid Obesity		2023	9999	13/10/2023	PH		
476	5B81Y		Endogenous obesity		2023	9999	13/10/2023	PH		
477	5B81Y		Extreme obesity		2023	9999	13/10/2023	PH		
478	5B81Z	BC43Z	Obesity cardiomyopathy		2023	9999	13/10/2023	MF		
479	5B81Z		High body mass index		2023	9999	13/10/2023	ET		
480	5B81Z		Increased body mass index		2023	9999	25/10/2023	ET		
481	5B81Z		Obesity		2023	9999	13/10/2023	PH		
482	5B81Z		Raised body mass index		2023	9999	28/11/2023	ET		
483	5B910		Hypercalcaemia		2023	9999	13/10/2023	PH		
484	5C5A		Alpha-1-antitrypsin deficiency		2023	9999	13/10/2023	PH		
485	5C6410		Hereditary haemochromatosis		2023	9999	13/10/2023	PH		
486	5C641Y		Haemochromatosis		2023	9999	13/10/2023	PH		
487	5C700		Dehydration		2023	9999	13/10/2023	PH		
488	5C701		Hypovolaemia		2023	9999	13/10/2023	PH		
489	5C71		Hypernatraemia		2023	9999	13/10/2023	PH		
490	5C72		Hyponatraemia		2023	9999	13/10/2023	PH		
491	5C72&XS25		Severe hyponatraemia		2023	9999	13/10/2023	PH		
492	5C72&XT8W		Chronic hyponatraemia		2023	9999	13/10/2023	PH		
493	5C73Z		Ketoacidosis		2023	9999	13/10/2023	PH		
494	5C73Z		Metabolic acidosis		2023	9999	13/10/2023	PH		
495	5C73Z&XS25		Severe lactic acidosis		2023	9999	13/10/2023	PH		
496	5C73Z&XS25		Severe metabolic acidosis		2023	9999	13/10/2023	PH		
497	5C76		Hyperkalaemia		2023	9999	13/10/2023	PH		
498	5C77		Hypokalaemia		2023	9999	13/10/2023	PH		
499	5C78		Fluid overload		2023	9999	21/11/2023	PH		
500	5C7Z		Electrolyte disturbance		2023	9999	13/10/2023	PH		
501	5C7Z		Electrolyte imbalance		2023	9999	13/10/2023	PH		
502	5C8000		Familial hypercholesterolaemia		2023	9999	13/10/2023	PH		
503	5C800Z		High cholesterol		2023	9999	13/10/2023	PH		
504	5C800Z		Hypercholesterolaemia		2023	9999	13/10/2023	PH		
505	5C80Z		Hyperlipidaemia		2023	9999	13/10/2023	PH		
506	5C811		Hypobetalipoproteinaemia		2023	9999	13/10/2023	PH		
507	5C8Z		Dyslipidaemia		2023	9999	13/10/2023	PH		
508	5D000		Cardiac amyloid		2023	9999	13/10/2023	PH		
509	5D000		Cardiac amyloidosis		2023	9999	13/10/2023	PH		
510	5D000&XA6H07		Amyloid cardiomyopathy		2023	9999	13/10/2023	PH		
511	5D00Z		Amyloidosis		2023	9999	13/10/2023	PH		
512	5D00Z&XA6H07		Senile cardiac amyloidosis		2023	9999	13/10/2023	PH		
513	5D0Y		Hypoalbuminaemia		2023	9999	13/10/2023	PH		
514	5D2Z		Metabolic dysfunction		2023	9999	13/10/2023	PH		
515	6A00Z		Global developmental delay		2023	9999	09/11/2023	PH		
516	6A020		Asperger's		2023	9999	13/10/2023	PH		
517	6A02Z		Autism		2023	9999	13/10/2023	PH		
518	6A03Z		Learning difficulties		2023	9999	13/10/2023	PH		
519	6A03Z		Learning disabilities		2023	9999	13/10/2023	PH		
520	6A03Z		Learning disability		2023	9999	13/10/2023	PH		
521	6A03Z&XS25		Severe learning disability		2023	9999	13/10/2023	PH		
522	6A20Z		Paranoid schizophrenia		2023	9999	13/10/2023	PH		
523	6A20Z		Schizophrenia		2023	9999	13/10/2023	PH		
524	6A21Z		Schizoaffective Disorder		2023	9999	13/10/2023	PH		
525	6A60Z		Bipolar disorder		2023	9999	13/10/2023	PH		
526	6A6Z		Bipolar affective disorder		2023	9999	13/10/2023	PH		
527	6A7Z		Depression		2023	9999	13/10/2023	PH		
528	6B00		Generalised anxiety disorder		2023	9999	13/10/2023	PH		
529	6B02		Agoraphobia		2023	9999	13/10/2023	PH		
530	6B606		Hemiparesis		2023	9999	13/10/2023	PH		
531	6B606		Paraparesis		2023	9999	13/10/2023	PH		
532	6B80Z		Anorexia nervosa		2023	9999	13/10/2023	PH		
533	6C401Z		Alcohol		2023	9999	20/11/2023	PH		
534	6C401Z		Alcohol abuse		2023	9999	13/10/2023	PH		
535	6C401Z		Alcohol excess		2023	9999	13/11/2023	MN		
536	6C401Z		Alcohol misuse		2023	9999	13/10/2023	PH		
537	6C401Z		Chronic alcohol abuse		2023	9999	13/10/2023	PH		
538	6C401Z		Chronic alcohol excess		2023	9999	13/10/2023	PH		
539	6C401Z		Chronic alcohol misuse		2023	9999	13/10/2023	PH		
540	6C401Z		Chronic alcohol use		2023	9999	25/10/2023	PH		
541	6C401Z		Chronic excess alcohol consumption		2023	9999	13/10/2023	PH		
542	6C402	5C50DY	Alcoholic ketoacidosis		2023	9999	13/10/2023	MF		
543	6C402Z		Alcohol dependence		2023	9999	13/10/2023	PH		
544	6C402Z		Alcohol dependence syndrome		2023	9999	13/10/2023	PH		
545	6C402Z		Alcohol dependency		2023	9999	13/10/2023	PH		
546	6C402Z		Alcohol dependency syndrome		2023	9999	13/10/2023	PH		
547	6C402Z		Alcoholism		2023	9999	13/10/2023	PH		
548	6C402Z		Chronic alcohol dependence		2023	9999	13/10/2023	PH		
549	6C402Z		Chronic alcohol dependency		2023	9999	13/10/2023	PH		
550	6C402Z		Chronic alcoholism		2023	9999	13/10/2023	PH		
551	6C403		Alcohol intoxication		2023	9999	13/10/2023	PH		
552	6C4042		Alcohol withdrawal seizure		2023	9999	13/11/2023	PH		
553	6C404Z		Alcohol withdrawal		2023	9999	13/10/2023	PH		
554	6C4A2Z		Tobacco dependence		2023	9999	13/10/2023	PH		
555	6C4GZ		Drug misuse		2023	9999	13/10/2023	PH		
556	6D70Y		Hypoactive delirium		2023	9999	13/10/2023	MF		
557	6D70Z		Delerium		2023	9999	13/10/2023	PH		
558	6D70Z		Delirium		2023	9999	13/10/2023	PH		
559	6D71		Mild cognitive impairment		2023	9999	13/10/2023	PH		
560	6D802		Mixed Alzheimer and vascular dementia		2023	9999	13/10/2023	PH		
561	6D802		Mixed vascular and Alzheimer dementia		2023	9999	13/10/2023	PH		
562	6D802		Mixed vascular dementia		2023	9999	13/10/2023	PH		
563	6D80Z	8A20	Alzheimer dementia		2023	9999	13/10/2023	PH		
564	6D80Z	8A20	Alzheimer disease dementia		2023	9999	13/10/2023	PH		
565	6D80Z	8A20	Alzheimer type dementia		2023	9999	13/10/2023	PH		
566	6D80Z	8A20	Dementia Alzheimer disease		2023	9999	13/10/2023	PH		
567	6D80Z	8A20	Dementia in Alzheimer		2023	9999	13/10/2023	PH		
568	6D80Z	8A20	Dementia in Alzheimer disease		2023	9999	13/10/2023	PH		
569	6D80Z	8A20	Dementia of Alzheimer disease		2023	9999	13/10/2023	PH	14/12/2023	PH
570	6D80Z		Mixed Alzheimer		2023	9999	13/10/2023	PH		
571	6D80Z&XS25	8A20	Advanced Alzheimer dementia		2023	9999	13/10/2023	PH		
572	6D80Z&XS25	8A20	Advanced dementia in Alzheimer disease		2023	9999	13/10/2023	PH		
573	6D80Z&XS25	8A20	End stage Alzheimer dementia		2023	9999	13/10/2023	PH		
574	6D81		Multi infarct dementia		2023	9999	14/12/2023	PH		
575	6D81		Multi infarction dementia		2023	9999	13/10/2023	PH	14/12/2023	PH
576	6D81		Multiinfarction dementia		2023	9999	13/10/2023	PH		
577	6D81		Subcortical vascular dementia		2023	9999	13/10/2023	PH		
578	6D81		Vascular dementia		2023	9999	13/10/2023	PH		
579	6D81&XS25		Advanced vascular dementia		2023	9999	13/10/2023	PH		
580	6D81&XS25		End stage vascular dementia		2023	9999	13/10/2023	PH		
581	6D82	8A22	Lewy body dementia		2023	9999	13/10/2023	PH		
582	6D82	8A22	Lewy-body dementia		2023	9999	20/12/2023	PH		
583	6D82&XS25	8A22	Advanced lewy body dementia		2023	9999	13/10/2023	PH		
584	6D82&XS25	8A22	End stage lewy body dementia		2023	9999	13/10/2023	PH		
585	6D83		Frontal lobe dementia		2023	9999	13/10/2023	PH		
586	6D83		Frontotemporal dementia		2023	9999	13/10/2023	PH		
587	6D83		Primary progressive aphasia		2023	9999	13/10/2023	PH		
588	6D83		Semantic dementia		2023	9999	13/10/2023	PH		
589	6D840		Alcohol dementia		2023	9999	13/10/2023	PH		
590	6D840		Alcoholic dementia		2023	9999	13/10/2023	PH		
591	6D840		Alcoholic related dementia		2023	9999	13/10/2023	PH		
592	6D840		Alcohol-related dementia		2023	9999	24/10/2023	PH		
593	6D850	8A000Z	Dementia in Parkinson disease		2023	9999	13/10/2023	PH		
594	6D850	8A000Z	Dementia of Parkinson disease		2023	9999	17/10/2023	PH	14/12/2023	PH
595	6D850	8A000Z	Dementia Parkinson		2023	9999	13/10/2023	PH		
596	6D850	8A000Z	Dementia Parkinson disease		2023	9999	13/10/2023	PH		
597	6D850	8A000Z	Parkinson disease dementia		2023	9999	13/10/2023	PH		
598	6D8Y		Progression dementia		2023	9999	19/12/2023	PH		
599	6D8Y		Progressive dementia		2023	9999	13/10/2023	PH		
600	6D8Z		Dementia		2023	9999	13/10/2023	PH		
601	6D8Z		Dementia (mixed)		2023	9999	01/11/2023	PH		
602	6D8Z		Dementia mixed type		2023	9999	14/12/2023	PH		
603	6D8Z		Dementia of mixed type		2023	9999	13/10/2023	PH	14/12/2023	PH
604	6D8Z		Mixed dementia		2023	9999	13/10/2023	PH		
605	6D8Z		Mixed type dementia		2023	9999	13/10/2023	PH		
606	6D8Z		Senile dementia		2023	9999	13/10/2023	PH		
607	6D8Z		Unspecified dementia		2023	9999	13/10/2023	PH		
608	6D8Z&XS25		Advanced dementia		2023	9999	13/10/2023	PH		
609	6D8Z&XS25		Advanced mixed dementia		2023	9999	13/10/2023	PH		
610	6D8Z&XS25		Advanced senile dementia		2023	9999	13/10/2023	PH		
611	6D8Z&XS25		End stage dementia		2023	9999	13/10/2023	PH		
612	6D8Z&XS25		Severe dementia		2023	9999	13/10/2023	PH		
613	7A41		Obstructive sleep apnoea		2023	9999	13/10/2023	PH		
614	7A41		Sleep apnoea		2023	9999	13/10/2023	PH		
615	7A41&XS25		Severe obstructive sleep apnoea		2023	9999	13/10/2023	PH		
616	7A420		Obesity hypoventilation syndrome		2023	9999	13/10/2023	PH		
617	8A000Z	6D850	Parkinson dementia		2023	9999	13/10/2023	PH		
618	8A000Z		Parkinson		2023	9999	13/10/2023	PH		
619	8A000Z		Parkinson disease		2023	9999	13/10/2023	PH		
620	8A000Z&XB5F		Idiopathic parkinson disease		2023	9999	13/10/2023	PH		
621	8A000Z&XS25		Advanced parkinson		2023	9999	13/10/2023	PH		
622	8A000Z&XS25		Advanced parkinson disease		2023	9999	13/10/2023	PH		
623	8A000Z&XS25		End stage parkinson disease		2023	9999	13/10/2023	PH		
624	8A000Z&XS25		Severe parkinson disease		2023	9999	13/10/2023	PH		
625	8A0010		Progressive supranuclear palsy		2023	9999	13/10/2023	PH		
626	8A001Y		Corticobasal degeneration		2023	9999	13/10/2023	PH		
627	8A001Y		Perry Syndrome		2023	9999	13/10/2023	PH		
628	8A0023		Vascular parkinson		2023	9999	13/10/2023	PH		
629	8A0023		Vascular parkinson disease		2023	9999	13/10/2023	PH		
630	8A0023		Vascular parkinsonism		2023	9999	13/10/2023	PH		
631	8A0024		Drug induced parkinsonism		2023	9999	13/10/2023	PH		
632	8A00Z		Parkinsonism		2023	9999	13/10/2023	PH		
633	8A0110		Huntington chorea		2023	9999	13/10/2023	PH		
634	8A0110		Huntington disease		2023	9999	13/10/2023	PH		
635	8A0310		Friedreich ataxia		2023	9999	13/10/2023	PH		
636	8A0316		Cerebellar ataxia		2023	9999	13/10/2023	PH		
637	8A0316		Spinocerebellar ataxia		2023	9999	13/10/2023	PH		
638	8A20		Advanced Alzheimer		2023	9999	13/10/2023	PH		
639	8A20		Advanced Alzheimer disease		2023	9999	13/10/2023	PH		
640	8A20		Alzheimer		2023	9999	13/10/2023	PH		
641	8A20		Alzheimer disease		2023	9999	13/10/2023	PH		
642	8A20		End stage Alzheimer		2023	9999	13/10/2023	PH		
643	8A20		End stage Alzheimer disease		2023	9999	13/10/2023	PH		
644	8A22		Lewy bodies		2023	9999	13/10/2023	ET		
645	8A22		Lewy body		2023	9999	13/10/2023	PH		
646	8A22		Lewy body disease		2023	9999	13/10/2023	PH		
647	8A401		Primary progressive multiple sclerosis		2023	9999	13/10/2023	PH		
648	8A402		Secondary progressive multiple sclerosis		2023	9999	13/10/2023	PH		
649	8A40Z		MS		2023	9999	13/10/2023	PH		
650	8A40Z		Multiple sclerosis		2023	9999	13/10/2023	PH		
651	8A40Z&XS25		Advanced multiple sclerosis		2023	9999	13/10/2023	PH		
652	8A410		Transverse myelitis		2023	9999	17/10/2023	PH		
653	8A4502		Progressive multifocal leukoencephalopathy		2023	9999	21/11/2023	PH		
654	8A621		Lennox-Gastaut syndrome		2023	9999	13/10/2023	PH		
655	8A66Z		Status epilepticus		2023	9999	13/10/2023	PH		
656	8A68Z		Seizure		2023	9999	13/10/2023	PH		
657	8A68Z		Seizures		2023	9999	13/10/2023	PH		
658	8A6Z		Epilepsy		2023	9999	13/10/2023	PH		
659	8A6Z		Epileptic fit		2023	9999	06/12/2023	MN		
660	8A6Z		Epileptic seizure		2023	9999	13/10/2023	ET		
661	8A80Z		Migraine		2023	9999	05/12/2023	MN		
662	8B002		Brainstem haemorrhage		2023	9999	13/10/2023	PH		
663	8B002		Brainstem Stroke		2023	9999	13/10/2023	MF		
664	8B002		Pontine haemorrhage		2023	9999	13/10/2023	PH		
665	8B003		Cerebellar haemorrhage		2023	9999	13/10/2023	PH		
666	8B004		Intraventricular haemorrhage		2023	9999	13/10/2023	PH		
667	8B005		Intraparenchymal haemorrhage		2023	9999	13/10/2023	PH		
668	8B00Z		Brain haemorrhage		2023	9999	13/10/2023	PH		
669	8B00Z		Cerebral haemorrhage		2023	9999	13/10/2023	PH		
670	8B00Z		Cerebrovascular haemorrhage		2023	9999	13/10/2023	PH		
671	8B00Z		Haemorrhagic cerebral infarction		2023	9999	13/10/2023	PH		
672	8B00Z		Haemorrhagic stroke		2023	9999	13/10/2023	PH		
673	8B00Z		Intracerebellar haemorrhage		2023	9999	13/10/2023	PH		
674	8B00Z		Intracerebral bleed		2023	9999	13/10/2023	PH		
675	8B00Z		Intracerebral bleeding		2023	9999	13/10/2023	PH		
676	8B00Z		Intracerebral haemorrhage		2023	9999	13/10/2023	PH		
677	8B00Z		Large intracerebral haemorrhage		2023	9999	23/10/2023	PH		
678	8B00Z		Primary intracerebral haemorrhage		2023	9999	13/10/2023	MF		
679	8B00Z&XK8G		Left intracerebral haemorrhage		2023	9999	05/12/2023	PH		
680	8B00Z&XK9K		Right intracerebral haemorrhage		2023	9999	13/10/2023	PH		
681	8B00Z&XT5R		Acute intracerebral haemorrhage		2023	9999	06/12/2023	PH		
682	8B010		Aneurysmal subarachnoid haemorrhage		2023	9999	13/10/2023	PH		
683	8B010		Anterior communicating artery aneurysm		2023	9999	13/10/2023	PH		
684	8B010		Ruptured berry aneurysm		2023	9999	13/10/2023	ET		
685	8B010&XA13S2		Ruptured cerebral artery aneurysm		2023	9999	05/12/2023	PH		
686	8B010&XA2JH8		Middle cerebral artery aneurysm		2023	9999	28/11/2023	PH		
687	8B012		Subarachnoid haemorrhage		2023	9999	13/10/2023	PH		
688	8B012&XT5R		Acute subarachnoid haemorrhage		2023	9999	13/10/2023	PH		
689	8B0Z		Intracranial bleed		2023	9999	13/10/2023	PH		
690	8B0Z		Intracranial bleeding		2023	9999	13/10/2023	PH		
691	8B0Z		Intracranial haemorrhage		2023	9999	13/10/2023	PH		
692	8B0Z&XK8G		Left intracranial haemorrhage		2023	9999	13/10/2023	PH		
693	8B10Z		TIA		2023	9999	13/10/2023	PH		
694	8B10Z		Transient cerebral ischaemia		2023	9999	13/10/2023	PH		
695	8B10Z		Transient ischaemic attack		2023	9999	13/10/2023	PH		
696	8B10Z		Transient ischaemic attacks		2023	9999	13/10/2023	PH		
697	8B112Z		Embolic stroke		2023	9999	13/10/2023	PH		
698	8B113		Lacunar infarction		2023	9999	13/10/2023	PH		
699	8B113		Lacunar stroke		2023	9999	13/10/2023	PH		
700	8B113&XK8G		Left lacunar stroke		2023	9999	13/10/2023	PH		
701	8B113&XK9K		Right lacunar stroke		2023	9999	01/12/2023	PH		
702	8B1151		Middle cerebral artery infarction		2023	9999	13/10/2023	PH		
703	8B115Z	8B00Z	Ischaemic stroke with haemorrhagic transformation		2023	9999	13/10/2023	MN		
704	8B115Z		Cerebral infarct		2023	9999	13/10/2023	PH		
705	8B115Z		Cerebral infarction		2023	9999	13/10/2023	PH		
706	8B115Z		Cerebral infarcts		2023	9999	01/12/2023	PH		
707	8B115Z		Cerebrovascular infarction		2023	9999	13/10/2023	ET		
708	8B115Z		Cerebrovascular stroke		2023	9999	13/10/2023	PH		
709	8B115Z		Ischaemic stroke		2023	9999	13/10/2023	PH		
710	8B115Z		Ischaemic strokes		2023	9999	04/12/2023	PH		
711	8B115Z		Left hemispheric ischaemic stroke		2023	9999	13/10/2023	MF		
712	8B115Z		Stroke (ischaemic)		2023	9999	13/10/2023	PH		
713	8B115Z&XA13S2		Cerebral artery infarction		2023	9999	13/10/2023	PH		
714	8B115Z&XA13S2		Cerebral artery ischaemic stroke		2023	9999	13/10/2023	PH		
715	8B115Z&XA1VB0		Anterior circulation stroke		2023	9999	13/10/2023	PH		
716	8B115Z&XA7C50		Posterior circulation ischaemic stroke		2023	9999	05/12/2023	PH		
717	8B115Z&XK8G		Left cerebral infarction		2023	9999	13/10/2023	PH		
718	8B115Z&XK8G		Left ischaemic stroke		2023	9999	13/10/2023	ET		
719	8B115Z&XK8G		Left middle cerebral artery infarction		2023	9999	13/10/2023	MF		
720	8B115Z&XK8G&XA2JH8		Left middle cerebral artery ischaemic stroke		2023	9999	13/10/2023	PH		
721	8B115Z&XK9J		Bilateral ischaemic stroke		2023	9999	13/10/2023	PH		
722	8B115Z&XK9K		Right ischaemic stroke		2023	9999	13/10/2023	PH		
723	8B115Z&XK9K		Right middle cerebral artery infarction		2023	9999	13/10/2023	MF		
724	8B115Z&XK9K&XA2JH8		Right middle cerebral artery ischaemic stroke		2023	9999	13/10/2023	MF		
725	8B115Z&XT5R		Acute cerebral infarction		2023	9999	13/10/2023	PH		
726	8B115Z&XT5R		Acute ischaemic stroke		2023	9999	13/10/2023	PH		
727	8B1Z		Cerebral ischaemia		2023	9999	05/12/2023	PH		
728	8B20		Acute cerebrovascular accident		2023	9999	13/10/2023	PH		
729	8B20		Acute stroke		2023	9999	13/10/2023	PH		
730	8B20		Cerebellar Stroke		2023	9999	13/10/2023	MF		
731	8B20		Cerebral artery stroke		2023	9999	13/10/2023	PH		
732	8B20		Cerebral vascular accident		2023	9999	13/10/2023	PH		
733	8B20		Cerebrovascular accident		2023	9999	13/10/2023	PH		
734	8B20		Cerebrovascular event		2023	9999	13/10/2023	PH		
735	8B20		CVA		2023	9999	13/10/2023	PH		
736	8B20		Posterior circulation stroke		2023	9999	13/10/2023	MF		
737	8B20		Stroke		2023	9999	13/10/2023	PH		
